date,plot,plant_id,raceme_id,raceme_length,budding,mature,post_flowering,missing,fruiting,code,notes,notes2,finished,pollination_plant,previously.finished
12-Jul,CON7,1,4,2,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
21-Jul,CON7,1,4,2,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
01-Aug,CON7,1,4,2,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
12-Jul,CON7,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,7,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,7,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,7,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,9,2,0,0,0,10,0,abr,Aborted Raceme,,TRUE,FALSE,TRUE
